34013697,1233442,O,81872.89,1997-10-23,2-HIGH,Clerk#000006865,0,quickly regular dinos. slyly express packages across the f		
34013698,455965,O,330863.11,1998-03-11,1-URGENT,Clerk#000008351,0,cajole carefully ironic deposits. bold packages wake beyond the blithe		
34013699,1396282,O,194466.01,1997-05-17,1-URGENT,Clerk#000002694,0,"ress accounts wake since the express pinto beans. regular, regular"		
34013700,1277971,O,105178.86,1996-06-17,1-URGENT,Clerk#000001026,0,ate carefully blithely regular accounts. quickly bold foxes cajol		
34013701,353512,O,17929.90,1998-02-17,5-LOW,Clerk#000001605,0,deposits. quickly regular accounts are 		
34013728,1008608,O,197791.38,1997-11-11,4-NOT SPECIFIED,Clerk#000005435,0," deposits boost slyly according to the quickly r"		
34013731,1361740,O,130304.58,1997-11-26,2-HIGH,Clerk#000000880,0,onic packages wake slyly slyly final deposits. slyly special ideas		
34013732,1254931,O,248512.20,1997-11-05,3-MEDIUM,Clerk#000002196,0,lites are slyly somas. fina		
34013734,807386,O,161240.19,1998-07-29,2-HIGH,Clerk#000008304,0,silent accounts according to the quickly final packages sleep quickly reg		
34013735,736160,O,272026.83,1998-02-21,4-NOT SPECIFIED,Clerk#000001546,0,nstructions wake sl		
34013762,661435,O,190680.24,1998-01-30,2-HIGH,Clerk#000006620,0,eposits integrate furiously. ironic pinto beans haggl		
34013763,212857,O,116195.25,1997-06-13,5-LOW,Clerk#000007128,0,uriously silent courts around the furiously pending foxes breach furiousl		
34013765,78643,O,223435.15,1998-07-18,2-HIGH,Clerk#000000375,0,"he carefully final deposits. regular, final warthogs believe carefully ab"		
34013792,463477,O,250792.10,1997-06-25,5-LOW,Clerk#000001466,0,ly ironic deposits haggle		
34013793,150029,O,45567.41,1996-09-25,3-MEDIUM,Clerk#000006749,0,"ly busy deposits cajole bold, "		
34013796,1193375,O,59113.09,1997-09-14,5-LOW,Clerk#000003288,0,requests impress slyly unusual 		
34013798,897422,O,242067.68,1997-04-02,1-URGENT,Clerk#000009514,0,se packages after the courts sleep alongside of the furious		
34013825,812216,O,67520.96,1996-12-16,4-NOT SPECIFIED,Clerk#000006116,0,ctions thrash above the excuses. fluffily e		
34013859,85240,O,30334.49,1996-06-02,5-LOW,Clerk#000002265,0,ts. deposits hang bl		
34013860,120424,O,168852.90,1998-06-02,3-MEDIUM,Clerk#000001187,0,ly even theodolites. carefully express packages boost slyly instructions.		
34013888,86323,O,309545.84,1997-06-22,5-LOW,Clerk#000005245,0,sly final asymptotes detect according to the fluffily even theodolites		
34013889,307951,O,259708.61,1996-01-21,5-LOW,Clerk#000005858,0,usual excuses. quick		
34013890,715184,O,171561.42,1996-12-09,4-NOT SPECIFIED,Clerk#000000422,0,leep along the express pinto beans. doggedly final account		
34013894,243956,O,67370.59,1997-11-22,2-HIGH,Clerk#000004306,0,"he accounts. even, regular pinto"		
34013923,784789,O,96774.56,1998-03-10,1-URGENT,Clerk#000001520,0," furiously regular "		
34013925,957833,O,73110.24,1996-11-15,1-URGENT,Clerk#000006558,0,ely unusual accounts haggle slyly among the instructions. slyly regular		
34013927,223622,O,196875.99,1997-08-06,5-LOW,Clerk#000009879,0,oze quickly alongside of the carefully fin		
34013952,910678,O,293696.18,1996-05-11,1-URGENT,Clerk#000006307,0,l deposits haggle about the quickly regular not		
34013956,928862,O,92332.99,1997-12-07,2-HIGH,Clerk#000004208,0,usly unusual warthogs. carefully even pinto be		
34013957,882028,O,125169.97,1997-04-14,5-LOW,Clerk#000006994,0," along the carefully final excuses. quickly unusual ac"		
34013958,1229338,O,186859.11,1996-03-13,3-MEDIUM,Clerk#000005910,0,es after the slyly quick packages sleep furiously quickly final dep		
34013986,75827,O,146562.26,1998-05-14,2-HIGH,Clerk#000009912,0,even packages. blithely regular realms nag furiously special foxes. blithely 		
34013987,915742,O,50270.44,1996-12-09,5-LOW,Clerk#000006594,0,ly. regular instructions wake carefully about		
34013988,856528,O,322157.95,1998-03-18,5-LOW,Clerk#000008365,0,"s. slyly pending accounts along the bold, ironic ideas haggle aga"		
34014020,1423694,O,83092.09,1997-04-15,5-LOW,Clerk#000003309,0,ithely silent packages sleep furiously furiously final depths. spec		
34014022,1281809,O,289120.29,1996-07-31,4-NOT SPECIFIED,Clerk#000005889,0,ggle fluffily against the fluffily spec		
34014085,1096571,O,112444.93,1996-05-09,5-LOW,Clerk#000000610,0,er the carefully final ideas. 		
34014087,1472098,O,356442.48,1996-09-29,2-HIGH,Clerk#000008404,0," haggle furiously against the blithely final ideas. quickly pending dep"		
34014113,422729,O,195116.92,1998-01-12,1-URGENT,Clerk#000004302,0," fluffily against the regular, bold patterns. pinto "		
34014114,792454,O,225916.11,1997-03-14,4-NOT SPECIFIED,Clerk#000000868,0,"jole express, even orbits. carefully even grouches haggle. bold, iro"		
34014115,263587,O,122204.68,1996-01-31,2-HIGH,Clerk#000006246,0," among the slyly unusual requests cajole bli"		
34014117,1469602,O,81048.87,1997-07-10,5-LOW,Clerk#000004287,0,lyly careful packages are care		
34014145,978463,O,94610.61,1997-12-13,3-MEDIUM,Clerk#000001625,0,re. carefully silent requests eat fluffily above the carefully even in		
34014146,520346,O,197171.40,1998-05-12,1-URGENT,Clerk#000002227,0,thely even gifts must haggle after the furiously ironic tithes. iron		
34014150,831871,O,128854.58,1996-02-17,5-LOW,Clerk#000006230,0,ests sleep slyly regular packages. carefully final packages about the f		
34014177,806518,O,313073.98,1996-06-19,1-URGENT,Clerk#000007455,0,usly dogged foxes nag furiously. 		
34014183,376513,O,54977.97,1997-01-30,5-LOW,Clerk#000001690,0,o beans sleep slyly spe		
34014208,1047337,O,103819.29,1996-11-25,1-URGENT,Clerk#000007229,0,f the slyly even pearls. carefully silent 		
34014209,69250,O,45963.89,1998-07-15,3-MEDIUM,Clerk#000007443,0,s. carefully specia		
34014243,115840,O,263955.91,1996-05-21,1-URGENT,Clerk#000005718,0,ly express packages cajole according to the slyly re		
34014246,646471,O,121572.09,1996-05-31,4-NOT SPECIFIED,Clerk#000006700,0," requests. pending, even"		
34014272,1051786,O,80621.27,1996-01-04,3-MEDIUM,Clerk#000002803,0,"slyly bold instructions. bold, pending accounts according "		
34014274,634804,O,133662.72,1998-03-12,4-NOT SPECIFIED,Clerk#000004023,0," beans wake carefully regular patterns. car"		
34014275,1130461,O,88700.30,1997-01-22,5-LOW,Clerk#000007303,0,ic asymptotes are finally depos		
34014278,1213045,O,206085.59,1997-04-08,1-URGENT,Clerk#000005620,0,y ironic excuses are quickl		
34014279,1146247,O,225079.04,1997-12-08,4-NOT SPECIFIED,Clerk#000004086,0,ages are blithely. fluffily regular requests are		
34014304,458417,O,74306.12,1996-08-30,2-HIGH,Clerk#000000958,0,orses are carefully final packages. slyly regular re		
34014307,729104,O,151832.41,1996-11-20,5-LOW,Clerk#000002707,0,bove the furiously s		
34014309,1186357,O,38718.91,1997-01-13,2-HIGH,Clerk#000008562,0,egular deposits must affix quickly about the fluffily		
34014337,742960,O,251518.39,1997-04-13,4-NOT SPECIFIED,Clerk#000008073,0,"ges are fluffily bold, pending packages. slyly bold sentiments cajole q"		
34014339,1108954,O,259883.98,1997-01-29,4-NOT SPECIFIED,Clerk#000006051,0," packages. daringly final foxes sleep furiously. fluffily express package"		
34014340,661201,O,244627.67,1997-04-19,1-URGENT,Clerk#000005993,0,nd slyly carefully regular packages? requests shall integrate carefully ir		
34014342,307771,O,74907.32,1996-07-13,1-URGENT,Clerk#000004449,0,"the regular, ironic requests. accounts eat! express, even deposits "		
34014343,693412,O,265823.48,1997-08-05,4-NOT SPECIFIED,Clerk#000008642,0,nent theodolites doze! furiously special deposits haggle acros		
34014368,653425,O,145980.72,1997-03-19,5-LOW,Clerk#000003376,0,bold theodolites. quickly bold		
34014370,1144555,O,152280.21,1996-12-21,3-MEDIUM,Clerk#000008230,0,ests are furiously across the slyly ironic excuses. furiously regular asym		
34014401,716341,O,77320.50,1997-06-02,4-NOT SPECIFIED,Clerk#000009362,0,odolites cajole slyly alongside of the blithely busy p		
34014402,517453,O,60622.00,1997-09-10,1-URGENT,Clerk#000004371,0,bold deposits. regular ideas cajole according to the furi		
34014404,379889,O,173790.72,1996-12-13,1-URGENT,Clerk#000009614,0,nusual ideas. quickly special deposit		
34014433,70982,O,140116.71,1997-12-04,1-URGENT,Clerk#000007920,0,y. furiously express ideas wake across the busily unusual sheaves. packages af		
34014437,122011,O,356612.45,1998-07-23,5-LOW,Clerk#000004065,0,lly special foxes. carefully bold		
34014464,924322,O,283063.86,1997-06-17,5-LOW,Clerk#000006750,0,ts. courts above the courts are along t		
34014469,1433677,O,2688.51,1996-07-07,5-LOW,Clerk#000004335,0,uriously silent foxes boost quickly carefully regul		
34014496,324128,O,74459.30,1996-12-28,4-NOT SPECIFIED,Clerk#000003097,0,"ole accounts. bold, even accounts alongside of the packages use quickly acc"		
34014498,294616,O,100225.37,1997-12-08,1-URGENT,Clerk#000005189,0,lar pinto beans cajol		
34014500,634048,O,133164.51,1996-06-29,1-URGENT,Clerk#000002520,0,tly silent packages nag. slyly pending deposits are careful		
34014502,1346311,O,34953.16,1996-09-25,5-LOW,Clerk#000001664,0,after the furiously bold pac		
34014533,1209071,O,2961.21,1997-02-06,3-MEDIUM,Clerk#000001586,0,quests after the carefully final forges use slyly along the		
34014562,145505,O,95011.21,1997-06-12,2-HIGH,Clerk#000003364,0,s the blithely ironic accounts. quiet pac		
34014565,303281,O,301640.70,1997-03-08,2-HIGH,Clerk#000008381,0,ully-- blithely even theodolites snooze about the slyly 		
34014566,242887,O,247838.88,1997-12-04,4-NOT SPECIFIED,Clerk#000005924,0,eve slyly. carefully express packages dazzle quickly 		
34014594,991889,O,207019.88,1997-05-29,4-NOT SPECIFIED,Clerk#000009030,0,nal packages wake f		
34014599,1020934,O,256963.83,1996-04-07,1-URGENT,Clerk#000001774,0," ideas. carefully even platelets after the slyly regu"		
34014625,213172,O,152567.41,1997-09-10,2-HIGH,Clerk#000002243,0,ly final instructions. carefully unusual 		
34014626,779684,O,122732.23,1997-04-15,1-URGENT,Clerk#000003316,0,packages cajole carefully across the fluffily eve		
34014627,133315,O,5629.55,1996-04-22,4-NOT SPECIFIED,Clerk#000002289,0,kages doze furiously against the finally silent		
34014629,1169779,O,76139.77,1996-09-27,4-NOT SPECIFIED,Clerk#000002964,0,p slowly slyly regular depende		
34014658,813596,O,352138.03,1996-07-22,4-NOT SPECIFIED,Clerk#000004369,0,ecial excuses run finally above the quickly pending accounts. idle pint		
34014660,875276,O,107746.56,1997-12-05,2-HIGH,Clerk#000006711,0,he excuses. blithely regular requests unwind furiously		
34014661,248435,O,223003.80,1998-05-03,2-HIGH,Clerk#000002571,0,"ilent waters against the bold, bold requests sleep fluffily final, ironic requ"		
34014688,216754,O,65438.30,1996-04-20,2-HIGH,Clerk#000005109,0," regular instructions haggle quickly. slyly enticing accounts "		
34014723,1132682,O,67634.11,1997-01-12,3-MEDIUM,Clerk#000008756,0,ress patterns along the even accounts are carefully past the p		
34014725,710900,O,220201.34,1996-03-16,2-HIGH,Clerk#000009706,0,. furiously final theodolite		
34014753,1329712,O,71575.44,1998-05-12,5-LOW,Clerk#000009013,0,nding excuses nag. furiously express deposits integrate furiously against th		
34014759,964685,O,310741.74,1996-05-03,4-NOT SPECIFIED,Clerk#000000350,0," hinder-- regular instructions doze against the slyly final pin"		
34014784,1449158,O,220673.77,1998-05-24,2-HIGH,Clerk#000008650,0,thely regular reque		
34014785,484060,O,168059.27,1997-12-26,5-LOW,Clerk#000007606,0,onic requests haggle blithely across the braids. carefully eve		
34014787,1202143,O,347491.42,1997-04-01,2-HIGH,Clerk#000003079,0,taphs nag slyly pending		
34014788,908869,O,249292.77,1997-03-16,2-HIGH,Clerk#000004311,0," sleep alongside of the furiously expre"		
34014816,31292,O,85942.83,1998-01-21,1-URGENT,Clerk#000001955,0," across the even, final"		
34014817,912539,O,161015.14,1996-08-22,3-MEDIUM,Clerk#000007211,0," pending accounts are slyly furiously even accounts. accounts caj"		
34014818,1031435,O,223002.70,1997-12-18,5-LOW,Clerk#000001413,0,ronic pinto beans. packages haggle furiously ironic pinto beans. furi		
34014819,1327663,O,65291.97,1996-02-20,5-LOW,Clerk#000000227,0," the regular packages cajole furiously express packages	 quic"	
34014820,14404,O,35517.00,1997-10-29,4-NOT SPECIFIED,Clerk#000005140,0,"quick, final foxes. silent, regular"		
34014821,562828,O,1663.20,1998-07-01,4-NOT SPECIFIED,Clerk#000005223,0,wake carefully among th		
34014848,118705,O,266450.87,1997-04-18,3-MEDIUM,Clerk#000009846,0,posits. regular platelets w		
34014851,1262399,O,208437.17,1997-11-02,3-MEDIUM,Clerk#000003174,0," accounts use furiously. instructions nag slyly. excuses sleep furio"		
34014852,1135325,O,102552.70,1996-05-18,4-NOT SPECIFIED,Clerk#000009644,0,among the doggedly i		
34014853,1401488,O,226681.23,1997-09-30,5-LOW,Clerk#000007289,0,ly orbits. blithely final dependencies integrate carefully stealthy realms: f		
34014855,835714,O,130831.75,1997-01-09,4-NOT SPECIFIED,Clerk#000001074,0,al packages haggle furiously caref		
34014882,1456453,O,28740.50,1996-09-08,3-MEDIUM,Clerk#000003147,0,s are fluffily against the furiously bold patterns. quickly even packages 		
34014912,554494,O,110707.35,1998-08-02,3-MEDIUM,Clerk#000002460,0,packages boost slyly carefully special packages.		
34014913,1355870,O,95054.33,1997-08-01,1-URGENT,Clerk#000002953,0,st furiously after the carefully express ideas. quickly u		
34014915,804278,O,205237.77,1996-02-27,5-LOW,Clerk#000009046,0,ing theodolites need to wake care		
34014917,65987,O,112757.65,1996-02-01,5-LOW,Clerk#000001647,0,dolphins integrate at the special pinto beans. ca		
34014950,1328443,O,19387.64,1998-06-27,4-NOT SPECIFIED,Clerk#000004958,0,"uiet, unusual deposits hang carefully along the carefully e"		
34014977,356083,O,74640.44,1996-11-03,4-NOT SPECIFIED,Clerk#000007665,0,s across the ironic theodolites cajole carefully under the q		
34014980,884926,O,149521.52,1997-02-24,1-URGENT,Clerk#000005869,0,le carefully. furiously regular deposits among the quickly iron		
34014981,419467,O,166683.98,1997-04-10,4-NOT SPECIFIED,Clerk#000005618,0," foxes. sly, final deposits wake blithely unusual gifts. bravely close"		
34015009,127801,O,199630.18,1996-05-28,5-LOW,Clerk#000003988,0," final pinto beans. regular pinto beans boost quickly. perm"		
34015011,651025,O,204665.93,1996-09-27,4-NOT SPECIFIED,Clerk#000003805,0,requests. quickly unusual pinto bea		
34015013,241540,O,165097.27,1996-11-16,4-NOT SPECIFIED,Clerk#000008393,0,uffily unusual foxes. silent packages cajole carefully. thinl		
34015014,562717,O,182022.12,1998-01-29,2-HIGH,Clerk#000001954,0,"regular, final accounts thrash slyly slyly express requests. final co"		
34015015,78481,O,221390.69,1997-03-02,2-HIGH,Clerk#000004376,0,ithely about the pack		
34015041,939916,O,129252.61,1997-06-14,5-LOW,Clerk#000005467,0,", regular somas will snooze blithely bold accounts. c"		
34015043,866104,O,253362.16,1996-07-27,1-URGENT,Clerk#000009600,0,s wake carefully after the carefully u		
34015046,1021579,O,180459.97,1998-04-21,5-LOW,Clerk#000002684,0,carefully pending deposits use among the regular packages. regular pea		
34015072,732622,O,134300.93,1998-04-09,5-LOW,Clerk#000001229,0,fully express accounts cajole quickly. careful instructions cajole unusual p		
34015073,1168708,O,123031.17,1997-11-20,3-MEDIUM,Clerk#000001492,0,counts. daringly enticing accounts against		
34015074,1469869,O,257338.42,1996-07-26,1-URGENT,Clerk#000008107,0,"onic, sly instructions integrate always? regular accounts sleep a"		
34015075,584773,O,49719.82,1998-05-22,4-NOT SPECIFIED,Clerk#000003079,0,are carefully. slyl		
34015077,85966,O,37468.41,1997-11-06,5-LOW,Clerk#000004992,0,"r deposits after the final, final accounts wake blithely after t"		
34015079,260333,O,168921.88,1998-05-15,2-HIGH,Clerk#000004749,0,regular foxes. ruthlessly silent deposits use		
34015107,579889,O,70604.21,1996-04-03,4-NOT SPECIFIED,Clerk#000006362,0,slyly final deposits grow fluff		
34015108,663283,O,115582.21,1998-07-23,5-LOW,Clerk#000008496,0,final requests wake carefull		
34015137,1053745,O,261167.54,1998-05-13,5-LOW,Clerk#000001245,0,le quickly. careful theodolites according to the carefully 		
34015140,519077,O,156493.61,1998-07-20,5-LOW,Clerk#000000952,0,ackages nag carefully carefully special ideas. carefully fina		
34015170,45578,O,104277.79,1996-12-23,5-LOW,Clerk#000003016,0,und the final deposits. blithely regular ideas doze fu		
34015171,1025275,O,12892.81,1998-05-10,4-NOT SPECIFIED,Clerk#000009634,0,beans shall have to wake about the carefully express 		
34015172,1267846,O,221001.52,1996-08-17,5-LOW,Clerk#000000955,0,", slow sheaves sleep blithely regular, ironic theodolites. fu"		
34015173,1166420,O,74620.69,1997-10-02,1-URGENT,Clerk#000006221,0," even, express theodolites above the slyly final"		
34015175,1259780,O,287147.15,1996-11-03,2-HIGH,Clerk#000007367,0,e blithely regular requests. furiously pending foxes		
34015200,614287,O,20375.74,1997-12-16,1-URGENT,Clerk#000005927,0,ic ideas. unusual forg		
34015202,871960,O,164525.99,1996-09-18,4-NOT SPECIFIED,Clerk#000004482,0,ly carefully regular excuses. carefull		
34015204,957166,O,14289.68,1996-03-03,2-HIGH,Clerk#000004577,0," furiously regular foxes for the"		
34015205,1077215,O,99090.20,1998-03-19,2-HIGH,Clerk#000006285,0,egrate evenly. ironic accounts s		
34015233,1427723,O,238375.69,1997-10-19,2-HIGH,Clerk#000006662,0,anently ironic theod		
34015236,539975,O,283914.59,1997-07-15,4-NOT SPECIFIED,Clerk#000000768,0,. blithely ironic excuses detect furiously. blithel		
34015237,346495,O,265677.57,1997-06-27,1-URGENT,Clerk#000009760,0,"s nag fluffily ironic, daring accounts. requests boost"		
34015238,531931,O,173367.56,1996-06-19,1-URGENT,Clerk#000009589,0,eodolites. final dependencies use blithely. slyly dogged dependencies alongsid		
34015239,154075,O,168216.05,1998-01-16,1-URGENT,Clerk#000003968,0," beans. slyly ironic pai"		
34015268,1045366,O,113259.64,1997-06-26,4-NOT SPECIFIED,Clerk#000006144,0,fully pending packages are: busily regular foxes 		
34015269,1433950,O,177505.66,1997-03-06,3-MEDIUM,Clerk#000004533,0,onic requests haggle slyly after the blithely special accoun		
34015271,1274198,O,202065.69,1997-03-20,4-NOT SPECIFIED,Clerk#000006069,0," are along the final ideas. sl"		
34015303,61408,O,63940.16,1997-07-06,3-MEDIUM,Clerk#000003794,0,theodolites. special packages haggle quickly about the deposits. bl		
34015333,394393,O,232620.66,1997-09-12,4-NOT SPECIFIED,Clerk#000009500,0,"eposits	 even, unusua"	
34015335,989755,O,81724.52,1998-07-14,1-URGENT,Clerk#000002152,0,"egular asymptotes wake carefully ironic, unusual deposits	 fluffily"	
34015360,1300190,O,121748.19,1998-07-02,2-HIGH,Clerk#000006804,0,s may are quickly a		
34015361,277546,O,115917.30,1998-01-13,4-NOT SPECIFIED,Clerk#000004495,0," final deposits. slyly final theodolites boost slowly. quickly regu"		
34015365,1108949,O,271615.87,1997-04-22,1-URGENT,Clerk#000001629,0,", final accounts after the even accounts pl"		
34015367,544702,O,322743.65,1996-11-17,1-URGENT,Clerk#000001468,0,final deposits at the daringly ironic requests cajole carefully		
34015392,301486,O,42492.75,1998-05-28,2-HIGH,Clerk#000008097,0,ess requests. furiously final deposits against the bl		
34015393,69323,O,314265.34,1996-07-20,5-LOW,Clerk#000002273,0,"jole bravely. excuses are. even, even deposits engage regular platelets. "		
34015396,1092200,O,44565.65,1998-04-12,1-URGENT,Clerk#000005108,0,tructions solve furiously. furiously regular pack		
34015397,1102252,O,116212.68,1997-04-06,1-URGENT,Clerk#000003445,0,"inal, even deposits. blithely ironic inst"		
34015398,546278,O,130420.35,1998-03-16,3-MEDIUM,Clerk#000008609,0,sly regular instructions cajole against the deposits. s		
34015399,1285792,O,26926.59,1998-04-12,1-URGENT,Clerk#000002582,0,eas. regular decoys 		
34015424,1274026,O,202048.70,1996-04-28,3-MEDIUM,Clerk#000002059,0,le permanently. slyly bold foxes abo		
34015427,1132945,O,28549.17,1998-04-11,2-HIGH,Clerk#000003729,0,"lites. pinto beans kindle according to the quick, special a"		
34015458,565651,O,170975.63,1998-06-03,1-URGENT,Clerk#000009168,0,"beans wake carefully pending, special theodolites. blith"		
34015488,938884,O,56597.62,1998-02-24,5-LOW,Clerk#000008621,0,"cross the quickly silent packages. regular, regu"		
34015489,1301449,O,198100.85,1998-08-02,3-MEDIUM,Clerk#000001617,0,otes. enticingly silent accounts sleep. fluffily special accounts nag alongs		
34015493,1058492,O,16750.17,1997-08-19,2-HIGH,Clerk#000002502,0,usly regular deposits nag furiously blithely final fra		
34015495,1234612,O,1269.69,1996-09-22,4-NOT SPECIFIED,Clerk#000003602,0,sual asymptotes. final req		
34015527,690560,O,275790.94,1996-04-13,3-MEDIUM,Clerk#000008185,0," haggle furiously slyly ironic instruction"		
34015557,985169,O,220893.84,1996-02-01,1-URGENT,Clerk#000002874,0,d deposits. furiously express foxes detect against the		
34015589,688289,O,153478.66,1996-04-27,1-URGENT,Clerk#000002757,0,ully about the carefully even instructions. ironic deposits sleep regularly al		
34015616,1137374,O,300776.62,1998-03-23,1-URGENT,Clerk#000002865,0,the furiously final courts. requests integrate furiously according to 		
34015617,1332026,O,226081.67,1996-10-27,4-NOT SPECIFIED,Clerk#000001628,0,requests. accounts haggle carefully b		
34015618,1354589,O,159246.81,1997-06-10,4-NOT SPECIFIED,Clerk#000008929,0," the carefully pending deposits. carefully pend"		
34015621,1329529,O,289866.50,1997-05-11,4-NOT SPECIFIED,Clerk#000001428,0,e slyly final requests affix carefully around the regular foxes. quickly 		
34015650,259151,O,228953.68,1997-01-01,4-NOT SPECIFIED,Clerk#000002075,0,s use carefully fluffily regular notornis. furiously 		
34015653,1372057,O,169119.08,1997-04-20,2-HIGH,Clerk#000000781,0,kly regular packages. even dolphins among the quickly ste		
34015654,642799,O,279153.16,1996-03-23,2-HIGH,Clerk#000001843,0,ounts. special instructions hang. furiously silent ideas pla		
34015655,521869,O,55818.71,1998-03-02,3-MEDIUM,Clerk#000001079,0,"express deposits wake blithe, express pinto beans. accounts sleep "		
34015683,1064470,O,184174.67,1998-07-19,1-URGENT,Clerk#000007937,0,ackages are carefully regular pearls. furiously unus		
34015685,189904,O,31296.31,1996-10-22,3-MEDIUM,Clerk#000004520,0,ss the ruthlessly regular p		
34015712,525889,O,46372.84,1996-01-22,4-NOT SPECIFIED,Clerk#000001776,0," silent platelets. quickly ironic dugouts for the accounts sleep sl"		
34015713,596215,O,35322.56,1996-01-04,3-MEDIUM,Clerk#000006235,0,"ts are furiously. regular, bold pinto beans doubt quickly. slyly "		
34015718,1238152,O,159135.35,1997-10-21,5-LOW,Clerk#000006382,0,ding pinto beans nod carefully. blithely ironic dependencie		
34015719,110965,O,194653.32,1998-02-23,3-MEDIUM,Clerk#000001759,0,ent packages nag carefully. furiously even deposits sleep carefully. furiousl		
34015748,949358,O,210795.32,1997-11-23,1-URGENT,Clerk#000002986,0," foxes sleep fluffily from the final packages. car"		
34015749,346871,O,289993.29,1997-01-20,5-LOW,Clerk#000004385,0,"after the final, ironic instructions. ironic accounts against the unusual"		
34015778,1054309,O,15678.43,1997-10-03,3-MEDIUM,Clerk#000006426,0," packages haggle. final requests nag fluffily along the final"		
34015781,454309,O,222156.20,1996-03-01,2-HIGH,Clerk#000008568,0,"silently! express, bold accounts at the ca"		
34015808,1282904,O,169719.01,1997-09-26,4-NOT SPECIFIED,Clerk#000006974,0,. requests according to the unusual pinto		
34015809,759850,O,151916.65,1997-04-27,4-NOT SPECIFIED,Clerk#000000145,0,al sheaves boost. f		
34015810,1282048,O,65014.29,1996-11-23,4-NOT SPECIFIED,Clerk#000003200,0,y daring requests wake. quickly bold deposits among the quickly		
34015814,1357510,O,264429.50,1997-11-06,4-NOT SPECIFIED,Clerk#000006805,0,e final accounts. blithely bold instructions wake fluffily. f		
34015815,648970,O,158171.67,1997-09-05,3-MEDIUM,Clerk#000008238,0,ronic foxes. final packages about the packages are about the blithe		
34015841,522535,O,244349.10,1998-04-24,4-NOT SPECIFIED,Clerk#000005019,0,"ven theodolites at the unusual, regular sheaves h"		
34015847,799249,O,235715.02,1996-03-12,2-HIGH,Clerk#000001330,0,slyly across the bold deposits. accounts breach slyly regular reques		
34015873,1425371,O,242935.59,1996-12-31,2-HIGH,Clerk#000009109,0,ackages would sublate against the fu		
34015874,1207780,O,214369.45,1997-09-06,4-NOT SPECIFIED,Clerk#000004915,0,gainst the carefully even requests. f		
34015876,521591,O,203654.85,1998-03-26,1-URGENT,Clerk#000002441,0,rding to the carefully even pinto beans grow even deposit		
34015904,1186727,O,2012.12,1997-02-23,5-LOW,Clerk#000003926,0,"al packages use slyly even instructions? regular, silent accounts among the s"		
34015908,661064,O,299557.02,1997-11-07,4-NOT SPECIFIED,Clerk#000004762,0,sly final theodolites are carefully 		
34015910,965042,O,214634.38,1998-05-22,2-HIGH,Clerk#000004309,0,c orbits haggle carefully along the ideas. carefully bold theodolites 		
34015937,1487612,O,370785.79,1997-10-29,1-URGENT,Clerk#000005096,0,osits sleep slyly along the asymptotes.		
34015968,1236517,O,200401.45,1997-05-12,1-URGENT,Clerk#000006744,0,"egular packages. silent foxes boost even, ironic accounts. "		
34015971,131926,O,379487.27,1998-03-10,5-LOW,Clerk#000002410,0,gainst the blithely final p		
34015972,260932,O,219313.40,1997-10-28,2-HIGH,Clerk#000007663,0,onic instructions cajole furiously. blithely unusual accounts boost-- packa		
34015973,957382,O,118457.45,1998-07-08,4-NOT SPECIFIED,Clerk#000003091,0,t fluffily about the ir		
34015974,210208,O,83312.45,1997-02-14,3-MEDIUM,Clerk#000006873,0," ideas. furiously regular deposits detect. furiously regular re"		
34016001,1368296,O,74663.38,1996-09-28,3-MEDIUM,Clerk#000009597,0," pending excuses are above the slyly unusual accounts	 pending"	
34016004,131812,O,109801.24,1996-07-17,3-MEDIUM,Clerk#000000487,0,quests haggle. idly silent pinto beans engage 		
34016005,1362680,O,60374.83,1996-12-16,3-MEDIUM,Clerk#000002644,0,"e even, even packages."		
34016007,39535,O,82770.01,1998-06-03,4-NOT SPECIFIED,Clerk#000001910,0,ide of the blithely special deposits. carefully final deposi		
34016034,1302970,O,159781.20,1996-08-28,5-LOW,Clerk#000004286,0,he express requests. quickly ironic platelets boost		
34016035,486601,O,114456.99,1997-01-15,1-URGENT,Clerk#000005818,0,tes sleep fluffily carefu		
34016037,1345411,O,17348.92,1998-07-24,2-HIGH,Clerk#000007405,0,equests. closely unusual ideas among the regular ideas boost slyly a		
34016039,355652,O,158677.97,1996-02-28,1-URGENT,Clerk#000007947,0,pending packages thrash. final accounts cajole slyly. slyly regular attai		
34016066,1265570,O,19193.22,1996-05-30,5-LOW,Clerk#000002861,0,uriously about the furiously regular theodolites. carefully special pinto 		
34016069,515422,O,133707.31,1997-06-20,3-MEDIUM,Clerk#000004396,0,slyly even instructions. bold instructio		
34016070,184987,O,335123.51,1996-08-05,4-NOT SPECIFIED,Clerk#000005431,0,ideas boost never. ironic ideas 		
34016097,1091444,O,41984.60,1996-10-29,3-MEDIUM,Clerk#000000408,0,"n asymptotes cajole ironic foxes. silent, ironic deposits x-ray bold"		
34016098,398681,O,116465.09,1998-04-18,3-MEDIUM,Clerk#000002673,0,t the bold packages. furiously ironic deposits abou		
34016099,131240,O,177338.74,1997-06-09,3-MEDIUM,Clerk#000000176,0,pendencies engage according to the sl		
34016131,177691,O,96015.47,1997-07-15,2-HIGH,Clerk#000007535,0,"quests. ironic packages nag special, silent foxes. slyly even "		
34016134,1312606,O,319994.17,1997-08-19,4-NOT SPECIFIED,Clerk#000008015,0,excuses sleep above the pinto beans. carefully daring requests ha		
